packetsReceivedVideo,roundTripTimeAudio,bytesReceived,jitterAudio,bytesSentAudio,networkType,packetsReceivedAudio,bytesReceivedVideo,roomId,bytesSentVideo,date,bytesSent,packetsLostAudio,bytesReceivedAudio,availableOutgoingBitrate,time,jitterVideo,roundTripTimeVideo,packetsLostVideo,timestamp
126903,1151.245,117678182,16,4780976,2g,63705,104936852,789689dc-e1ca-40af-be57-60a8304a23e7,188214626,2025-04-21 15:40:29.310000+00:00,204148975,5740,4522148,84400,2025-04-21 15:40:32.648000+00:00,1243.0,1194.168,5467,1745250029220.588
126982,1151.245,117702488,16,4787692,2g,63788,104947259,789689dc-e1ca-40af-be57-60a8304a23e7,188226599,2025-04-21 15:40:31.310000+00:00,204176339,5757,4528593,84400,2025-04-21 15:40:32.692000+00:00,897.0,1223.206,5483,1745250031219.657
127060,1151.245,117726120,13,4794613,2g,63868,104957623,789689dc-e1ca-40af-be57-60a8304a23e7,188239846,2025-04-21 15:40:33.312000+00:00,204205672,5777,4534631,84400,2025-04-21 15:40:35.861000+00:00,1265.0,1330.399,5501,1745250033221.923
127134,1149.796,117750507,9,4801399,2g,63954,104967938,789689dc-e1ca-40af-be57-60a8304a23e7,188251908,2025-04-21 15:40:35.310000+00:00,204233168,5790,4541315,84400,2025-04-21 15:40:38.101000+00:00,827.0,1173.965,5520,1745250035220.012
9317,439.42299999999994,9869962,12,293707,4g,4335,8979351,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,17592213,2025-04-21 15:47:26.123000+00:00,18760787,62,300995,755229,2025-04-21 15:47:27.877000+00:00,310.0,381.92699999999996,79,1745250446098.217
9420,439.42299999999994,9986062,91,300780,4g,4367,9088462,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,17730342,2025-04-21 15:47:28.098000+00:00,18916745,62,303016,755229,2025-04-21 15:47:28.711000+00:00,343.0,381.92699999999996,82,1745250448089.584
9487,395.493,10061479,36,307869,4g,4467,9149360,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,17805846,2025-04-21 15:47:30.094000+00:00,19007818,65,309252,774522,2025-04-21 15:47:30.345000+00:00,257.0,624.6189999999999,118,1745250450086.228
9565,395.493,10141978,17,315466,4g,4575,9214290,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,17849168,2025-04-21 15:47:32.096000+00:00,19066301,70,316130,774522,2025-04-21 15:47:32.344000+00:00,95.0,376.34299999999996,120,1745250452087.564
9641,395.493,10219661,31,322965,4g,4670,9278498,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,17940334,2025-04-21 15:47:34.093000+00:00,19173968,77,321971,539257,2025-04-21 15:47:34.687000+00:00,90.0,722.458,123,1745250454084.734
9682,383.86499999999995,10251315,22,330190,4g,4770,9297176,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,18021758,2025-04-21 15:47:36.096000+00:00,19271759,79,328061,607546,2025-04-21 15:47:36.351000+00:00,94.0,443.84799999999996,125,1745250456087.602
9736,383.86499999999995,10287663,12,337200,4g,4872,9319344,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,18131651,2025-04-21 15:47:38.095000+00:00,19398892,81,334471,776789,2025-04-21 15:47:38.341000+00:00,31.0,313.202,125,1745250458087.365
9767,383.86499999999995,10321039,11,344273,4g,4966,9340518,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,18305569,2025-04-21 15:47:40.097000+00:00,19592337,85,340141,796296,2025-04-21 15:47:40.346000+00:00,38.0,356.094,126,1745250460088.787
9803,318.924,10361448,15,351695,4g,5065,9367126,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,18479592,2025-04-21 15:47:42.094000+00:00,19786046,88,346866,816531,2025-04-21 15:47:42.345000+00:00,52.0,358.96299999999997,127,1745250462086.182
9843,318.924,10405695,15,359378,4g,5162,9397862,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,18647153,2025-04-21 15:47:44.096000+00:00,19973408,91,353217,838029,2025-04-21 15:47:44.347000+00:00,48.0,327.911,127,1745250464087.851
9863,694.229,10432897,18,367134,4g,5259,9412945,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,18806620,2025-04-21 15:47:46.097000+00:00,20152161,94,359070,858586,2025-04-21 15:47:46.356000+00:00,127.0,488.983,127,1745250466088.893
9890,694.229,10461376,44,374815,4g,5326,9431866,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,18963607,2025-04-21 15:47:48.100000+00:00,20327814,98,363072,873526,2025-04-21 15:47:48.348000+00:00,161.0,566.025,129,1745250468089.811
9961,694.229,10528320,21,382038,4g,5442,9484085,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,19094984,2025-04-21 15:47:50.097000+00:00,20476643,101,370193,877676,2025-04-21 15:47:50.348000+00:00,84.0,653.2439999999999,131,1745250470087.174
10009,595.2149999999999,10582261,16,389666,4g,5543,9524368,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,19246651,2025-04-21 15:47:52.098000+00:00,20647190,103,376337,882796,2025-04-21 15:47:52.341000+00:00,43.0,382.233,131,1745250472088.769
10042,595.2149999999999,10619423,37,396551,4g,5617,9551220,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,19409019,2025-04-21 15:47:54.101000+00:00,20828027,105,381135,896647,2025-04-21 15:47:54.357000+00:00,123.0,690.506,132,1745250474090.706
10102,595.2149999999999,10693145,16,403353,4g,5744,9607959,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,19560115,2025-04-21 15:47:56.096000+00:00,20997545,108,389336,902300,2025-04-21 15:47:56.350000+00:00,138.0,461.7,136,1745250476087.344
10158,595.2149999999999,10757810,20,410194,4g,5834,9659602,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,19761211,2025-04-21 15:47:58.095000+00:00,21218730,108,395436,917833,2025-04-21 15:47:58.338000+00:00,415.0,839.63,139,1745250478086.324
10173,554.016,10775477,32,418172,4g,5897,9668816,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,19826704,2025-04-21 15:48:00.095000+00:00,21300276,110,399551,926682,2025-04-21 15:48:00.338000+00:00,346.0,706.345,139,1745250480086.171
10230,554.016,10838368,35,425559,4g,5983,9720371,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,19948625,2025-04-21 15:48:02.093000+00:00,21439883,114,404821,926682,2025-04-21 15:48:02.335000+00:00,277.0,403.04599999999994,140,1745250482084.665
10270,577.6519999999999,10887610,23,432367,4g,6067,9758517,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20015840,2025-04-21 15:48:04.094000+00:00,21521858,118,409993,366897,2025-04-21 15:48:04.338000+00:00,276.0,516.586,140,1745250484085.481
10350,577.6519999999999,10981506,22,439920,4g,6197,9834049,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20064014,2025-04-21 15:48:06.094000+00:00,21585989,121,418709,371140,2025-04-21 15:48:06.338000+00:00,182.0,343.491,142,1745250486084.841
10436,577.6519999999999,11076965,14,446641,4g,6326,9909442,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20129551,2025-04-21 15:48:08.095000+00:00,21666755,127,428841,384474,2025-04-21 15:48:08.345000+00:00,62.0,319.901,143,1745250488085.703
10490,352.81399999999996,11137571,17,453455,4g,6407,9957597,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20203995,2025-04-21 15:48:10.096000+00:00,21756241,128,434986,395120,2025-04-21 15:48:10.344000+00:00,66.0,354.36999999999995,144,1745250490086.617
10542,352.81399999999996,11201168,16,460117,4g,6523,10003926,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20283042,2025-04-21 15:48:12.095000+00:00,21850478,130,444384,412536,2025-04-21 15:48:12.342000+00:00,111.0,419.464,145,1745250492085.435
10586,642.8679999999999,11251845,14,466802,4g,6580,10045261,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20367896,2025-04-21 15:48:14.096000+00:00,21950433,131,448990,421784,2025-04-21 15:48:14.340000+00:00,61.0,334.152,145,1745250494086.772
10602,642.8679999999999,11275667,27,473491,3g,6652,10059609,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20451283,2025-04-21 15:48:16.095000+00:00,22048877,134,454818,421784,2025-04-21 15:48:16.343000+00:00,168.0,1263.4279999999999,145,1745250496085.692
10633,642.8679999999999,11314863,65,480315,3g,6732,10087430,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20472796,2025-04-21 15:48:18.096000+00:00,22083376,138,461299,355824,2025-04-21 15:48:18.343000+00:00,220.0,1643.2799999999997,148,1745250498085.71
10636,642.8679999999999,11320032,95,487063,3g,6747,10090640,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20493025,2025-04-21 15:48:20.103000+00:00,22116164,138,462516,227727,2025-04-21 15:48:20.357000+00:00,302.0,1643.2799999999997,149,1745250500087.854
10675,642.8679999999999,11364928,51,493905,3g,6781,10129937,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20517927,2025-04-21 15:48:22.097000+00:00,22153593,140,465307,145746,2025-04-21 15:48:22.343000+00:00,401.0,1643.2799999999997,149,1745250502086.475
10813,3978.592,11534428,19,500584,3g,6947,10274127,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20535377,2025-04-21 15:48:24.097000+00:00,22184952,150,477237,467863,2025-04-21 15:48:24.341000+00:00,527.0,1291.855,191,1745250504087.41
10957,3978.592,11691345,24,507085,3g,7032,10416025,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20577270,2025-04-21 15:48:26.096000+00:00,22241568,152,482444,467863,2025-04-21 15:48:26.341000+00:00,658.0,693.619,196,1745250506086.398
11059,1938.0799999999997,11802080,59,513663,3g,7083,10517070,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20630238,2025-04-21 15:48:28.099000+00:00,22308580,153,485510,467863,2025-04-21 15:48:28.691000+00:00,461.0,1309.8600000000001,197,1745250508087.874
11131,1938.0799999999997,11885797,24,520225,3g,7154,10590561,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20653474,2025-04-21 15:48:30.097000+00:00,22344700,155,490156,374290,2025-04-21 15:48:30.343000+00:00,453.0,561.371,197,1745250510086.659
11141,1938.0799999999997,11902204,31,526862,3g,7214,10600450,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20668110,2025-04-21 15:48:32.099000+00:00,22372182,160,493766,239546,2025-04-21 15:48:32.342000+00:00,432.0,1261.292,198,1745250512088.61
11287,1492.783,12088008,18,533569,3g,7436,10757338,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20678018,2025-04-21 15:48:34.099000+00:00,22395767,162,506926,467863,2025-04-21 15:48:34.345000+00:00,784.0,2051.041,204,1745250514088.82
11487,3069.305,12307668,11,540326,3g,7529,10958640,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20693637,2025-04-21 15:48:36.100000+00:00,22425678,169,512526,467863,2025-04-21 15:48:36.344000+00:00,448.0,308.456,210,1745250516088.439
11618,3069.305,12443090,40,546991,3g,7581,11083012,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20788188,2025-04-21 15:48:38.095000+00:00,22536690,172,515648,467863,2025-04-21 15:48:38.342000+00:00,402.0,342.499,213,1745250518084.809
11643,538.895,12473864,26,553774,3g,7632,11107616,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20860477,2025-04-21 15:48:40.099000+00:00,22623966,174,518616,488718,2025-04-21 15:48:40.347000+00:00,309.0,2285.843,215,1745250520087.95
11722,538.895,12568677,36,560396,3g,7728,11189180,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20886436,2025-04-21 15:48:42.096000+00:00,22662979,177,524221,500458,2025-04-21 15:48:42.342000+00:00,348.0,2308.853,217,1745250522084.799
11856,538.895,12730362,18,567110,3g,7816,11336171,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20917922,2025-04-21 15:48:44.096000+00:00,22707939,177,529333,500458,2025-04-21 15:48:44.343000+00:00,324.0,1078.644,235,1745250524085.465
12102,1078.4,13018072,23,573967,3g,8003,11594543,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20949374,2025-04-21 15:48:46.097000+00:00,22753762,182,540557,500458,2025-04-21 15:48:46.348000+00:00,187.0,328.995,247,1745250526085.728
12216,1078.4,13147984,29,581725,3g,8097,11709374,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20972916,2025-04-21 15:48:48.107000+00:00,22792176,186,546080,500458,2025-04-21 15:48:48.351000+00:00,156.0,404.556,248,1745250528090.318
12302,1078.4,13249688,22,589435,3g,8202,11796641,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,20995515,2025-04-21 15:48:50.100000+00:00,22829061,191,552071,500458,2025-04-21 15:48:50.346000+00:00,161.0,394.806,249,1745250530087.981
12465,319.26,13434464,16,596301,3g,8302,11964015,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,21038932,2025-04-21 15:48:52.096000+00:00,22887366,195,558177,500458,2025-04-21 15:48:52.340000+00:00,195.0,746.2919999999999,258,1745250532085.323
12583,319.26,13566739,40,603200,3g,8355,12085067,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,21128023,2025-04-21 15:48:54.096000+00:00,22992512,199,562116,502680,2025-04-21 15:48:54.339000+00:00,242.0,1090.363,262,1745250534085.686
12828,561.981,13845825,15,610942,3g,8494,12338885,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,21164395,2025-04-21 15:48:56.097000+00:00,23044554,201,570900,524160,2025-04-21 15:48:56.760000+00:00,219.0,372.025,276,1745250536085.615
12944,561.981,13974811,46,618741,3g,8529,12459555,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,21200495,2025-04-21 15:48:58.101000+00:00,23095265,201,572920,524160,2025-04-21 15:48:58.343000+00:00,271.0,1050.6899999999998,277,1745250538089.541
12983,561.981,14015749,121,626334,3g,8532,12498711,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,21275830,2025-04-21 15:49:00.108000+00:00,23186003,201,573086,419328,2025-04-21 15:49:00.413000+00:00,243.0,1050.6899999999998,280,1745250540092.661
13017,561.981,14054751,100,633895,3g,8572,12532060,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,21300012,2025-04-21 15:49:02.099000+00:00,23223938,204,575463,268370,2025-04-21 15:49:02.345000+00:00,251.0,1050.6899999999998,280,1745250542087.803
13112,3732.2999999999997,14181386,22,641323,3g,8768,12634266,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,21314919,2025-04-21 15:49:04.101000+00:00,23253256,211,587600,171757,2025-04-21 15:49:04.347000+00:00,504.0,4957.687,392,1745250544089.962
13318,3732.2999999999997,14415387,15,648669,3g,8869,12849085,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,21360115,2025-04-21 15:49:06.097000+00:00,23314026,216,593175,524160,2025-04-21 15:49:06.350000+00:00,299.0,389.70899999999995,395,1745250546085.407
13455,1659.119,14551513,18,656385,3g,8966,12969225,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,21462467,2025-04-21 15:49:08.096000+00:00,23435084,219,598627,582786,2025-04-21 15:49:08.342000+00:00,563.0,343.55199999999996,402,1745250548085.36
13578,1659.119,14675499,16,663673,3g,9062,13077706,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,21585711,2025-04-21 15:49:10.097000+00:00,23576718,223,604038,688712,2025-04-21 15:49:10.346000+00:00,85.0,349.56399999999996,406,1745250550086.676
13647,1659.119,14749630,17,671365,3g,9162,13138572,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,21729527,2025-04-21 15:49:12.100000+00:00,23739432,224,609437,806489,2025-04-21 15:49:12.360000+00:00,68.0,404.373,409,1745250552087.5
13754,445.54099999999994,14854399,22,679207,3g,9256,13227447,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,21909688,2025-04-21 15:49:14.100000+00:00,23939953,228,615727,939571,2025-04-21 15:49:14.751000+00:00,39.0,427.65799999999996,412,1745250554087.587
13840,445.54099999999994,14935319,20,686517,3g,9352,13291866,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,22118903,2025-04-21 15:49:16.097000+00:00,24170252,232,623446,1099334,2025-04-21 15:49:16.343000+00:00,25.0,332.443,413,1745250556085.343
13926,445.54099999999994,15027186,23,693454,3g,9447,13367306,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,22362438,2025-04-21 15:49:18.098000+00:00,24435284,235,631149,1283030,2025-04-21 15:49:18.340000+00:00,36.0,361.771,417,1745250558086.458
13998,342.972,15098317,18,700808,3g,9547,13421601,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,22643372,2025-04-21 15:49:20.097000+00:00,24739414,238,639329,1495416,2025-04-21 15:49:20.339000+00:00,23.0,314.04099999999994,420,1745250560085.551
14068,342.972,15171866,11,708668,3g,9643,13478903,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,22943628,2025-04-21 15:49:22.096000+00:00,25064238,242,647070,1680092,2025-04-21 15:49:22.343000+00:00,21.0,342.957,422,1745250562084.218
14172,342.972,15269860,12,716469,3g,9742,13559175,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,23330248,2025-04-21 15:49:24.096000+00:00,25478135,244,655092,1938857,2025-04-21 15:49:24.340000+00:00,15.0,327.45399999999995,425,1745250564084.516
14254,342.972,15350544,9,724018,3g,9838,13623085,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,23757049,2025-04-21 15:49:26.097000+00:00,25933313,247,662852,1594099,2025-04-21 15:49:26.342000+00:00,28.0,363.21999999999997,431,1745250566085.697
14365,379.929,15453776,7,730844,3g,9939,13708042,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,24121736,2025-04-21 15:49:28.097000+00:00,26323514,247,671067,1611879,2025-04-21 15:49:28.360000+00:00,15.0,339.966,432,1745250568085.467
14499,379.929,15579184,10,738688,3g,10032,13815458,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,24470565,2025-04-21 15:49:30.098000+00:00,26698629,253,678581,1630130,2025-04-21 15:49:30.365000+00:00,15.0,335.648,436,1745250570086.214
14612,379.929,15692685,13,746331,3g,10125,13911688,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,24838739,2025-04-21 15:49:32.097000+00:00,27093567,260,686193,1654094,2025-04-21 15:49:32.360000+00:00,26.0,319.916,441,1745250572086.033
14758,365.921,15843087,12,753841,3g,10220,14043490,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,25212763,2025-04-21 15:49:34.099000+00:00,27494398,260,693808,1673409,2025-04-21 15:49:34.390000+00:00,17.0,335.8,447,1745250574086.74
14884,371.17,15970340,12,761145,3g,10320,14152163,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,25590864,2025-04-21 15:49:36.098000+00:00,27899047,264,701988,1695661,2025-04-21 15:49:36.354000+00:00,32.0,316.22299999999996,452,1745250576086.404
14960,371.17,16052523,17,768455,3g,10416,14217893,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,25970273,2025-04-21 15:49:38.097000+00:00,28304836,266,709767,1716791,2025-04-21 15:49:38.363000+00:00,19.0,345.734,455,1745250578085.291
14973,371.17,16077655,27,775976,3g,10515,14229573,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,26237786,2025-04-21 15:49:40.100000+00:00,28594146,269,717751,1734719,2025-04-21 15:49:40.349000+00:00,167.0,554.596,455,1745250580087.468
15073,336.655,16186887,13,783317,3g,10613,14321704,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,26336178,2025-04-21 15:49:42.099000+00:00,28709262,272,725632,1737363,2025-04-21 15:49:42.344000+00:00,138.0,439.972,459,1745250582086.645
15207,336.655,16310037,15,790545,3g,10706,14427003,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,26629654,2025-04-21 15:49:44.099000+00:00,29026387,277,733243,1742059,2025-04-21 15:49:44.349000+00:00,566.0,354.904,465,1745250584087.452
15371,336.655,16461029,14,797632,3g,10804,14558049,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,26997352,2025-04-21 15:49:46.100000+00:00,29420272,281,741183,1760746,2025-04-21 15:49:46.360000+00:00,185.0,329.97099999999995,470,1745250586085.894
15479,379.72999999999996,16557535,35,805210,3g,10892,14637760,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,27391197,2025-04-21 15:49:48.099000+00:00,29841401,284,748312,1778950,2025-04-21 15:49:48.354000+00:00,49.0,405.106,480,1745250588087.551
15553,379.72999999999996,16638324,16,811827,3g,10997,14702513,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,27788681,2025-04-21 15:49:50.103000+00:00,30265365,288,755442,1795393,2025-04-21 15:49:50.717000+00:00,28.0,405.106,483,1745250590086.793
15640,339.554,16721312,14,819510,3g,11095,14770009,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,28176277,2025-04-21 15:49:52.100000+00:00,30680140,290,761762,1814146,2025-04-21 15:49:52.719000+00:00,20.0,375.229,486,1745250592086.916
15719,339.554,16796562,8,826973,3g,11194,14830015,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,28557257,2025-04-21 15:49:54.099000+00:00,31087787,292,768208,1836149,2025-04-21 15:49:54.353000+00:00,9.0,307.739,489,1745250594086.383
15799,306.198,16879508,9,834435,3g,11291,14897219,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,28959193,2025-04-21 15:49:56.097000+00:00,31516758,295,775012,1857750,2025-04-21 15:49:56.355000+00:00,9.0,321.457,491,1745250596085.172
15811,310.699,16899908,24,841284,3g,11357,14907946,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,29390485,2025-04-21 15:49:58.099000+00:00,31975327,296,779981,1869378,2025-04-21 15:49:58.363000+00:00,26.0,344.34499999999997,492,1745250598085.99
15900,310.699,16991628,19,848745,3g,11488,14979903,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,29680149,2025-04-21 15:50:00.102000+00:00,32288716,297,789194,1889144,2025-04-21 15:50:00.363000+00:00,74.0,416.39699999999993,494,1745250600089.5
15952,310.699,17049846,14,855607,3g,11580,15024859,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,30035226,2025-04-21 15:50:02.101000+00:00,32668932,302,795072,1902030,2025-04-21 15:50:02.358000+00:00,87.0,354.477,494,1745250602088.969
16034,310.699,17135567,16,862169,3g,11677,15095740,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,30450961,2025-04-21 15:50:04.101000+00:00,33111042,306,801254,1921153,2025-04-21 15:50:04.353000+00:00,68.0,473.267,497,1745250604088.193
16174,386.22999999999996,17274885,13,868855,3g,11774,15217454,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,30889095,2025-04-21 15:50:06.100000+00:00,33577478,311,807660,1939393,2025-04-21 15:50:06.349000+00:00,188.0,356.94899999999996,504,1745250606087.36
16323,352.921,17406219,14,875588,3g,11871,15331140,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,31313811,2025-04-21 15:50:08.102000+00:00,34030191,315,813994,1955714,2025-04-21 15:50:08.357000+00:00,35.0,384.705,512,1745250608089.803
16408,352.921,17493579,17,882179,3g,11964,15403563,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,31714568,2025-04-21 15:50:10.102000+00:00,34457469,320,820015,1977937,2025-04-21 15:50:10.409000+00:00,19.0,407.059,516,1745250610089.835
16503,348.755,17588020,18,888768,3g,12062,15481922,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,32109553,2025-04-21 15:50:12.103000+00:00,34878833,323,826489,1426356,2025-04-21 15:50:12.401000+00:00,21.0,361.11499999999995,517,1745250612090.018
16578,348.755,17665259,28,895273,3g,12146,15545586,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,32435936,2025-04-21 15:50:14.102000+00:00,35229295,325,832194,1439684,2025-04-21 15:50:14.345000+00:00,50.0,357.407,519,1745250614089.311
16623,379.013,17721374,16,901844,3g,12255,15586485,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,32722981,2025-04-21 15:50:16.102000+00:00,35539247,328,839700,1452813,2025-04-21 15:50:16.347000+00:00,48.0,317.322,520,1745250616089.508
16694,511.444,17799408,23,908419,3g,12353,15648731,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,33053272,2025-04-21 15:50:18.103000+00:00,35893643,331,847044,1467200,2025-04-21 15:50:18.350000+00:00,99.0,340.195,523,1745250618090.031
16755,511.444,17863051,19,915914,3g,12450,15697030,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,33383704,2025-04-21 15:50:20.099000+00:00,36249380,334,854186,1482679,2025-04-21 15:50:20.342000+00:00,32.0,341.76599999999996,526,1745250620085.803
16833,511.444,17942762,17,923583,3g,12545,15761220,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,33709230,2025-04-21 15:50:22.103000+00:00,36600113,338,860993,1500946,2025-04-21 15:50:22.703000+00:00,20.0,343.964,528,1745250622089.957
16889,511.444,18002900,22,931366,3g,12642,15806305,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,34053311,2025-04-21 15:50:24.098000+00:00,36969479,342,868202,1519844,2025-04-21 15:50:24.341000+00:00,46.0,478.577,530,1745250624084.608
16945,366.364,18062270,13,938401,3g,12739,15850582,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,34377492,2025-04-21 15:50:26.103000+00:00,37317805,347,875353,1538850,2025-04-21 15:50:26.352000+00:00,62.0,343.38399999999996,533,1745250626089.562
17047,443.115,18164266,12,945169,3g,12838,15935409,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,34709143,2025-04-21 15:50:28.098000+00:00,37673482,348,882676,1555766,2025-04-21 15:50:28.342000+00:00,58.0,337.814,536,1745250628084.846
17127,443.115,18242320,19,952724,3g,12933,15997617,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,35054855,2025-04-21 15:50:30.101000+00:00,38044921,349,889960,1576550,2025-04-21 15:50:30.704000+00:00,31.0,400.635,540,1745250630087.746
17174,443.115,18296818,21,959675,3g,13033,16037205,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,35408950,2025-04-21 15:50:32.101000+00:00,38424275,350,897254,1591591,2025-04-21 15:50:32.344000+00:00,41.0,353.378,542,1745250632087.315
17268,387.46599999999995,18391066,16,966695,3g,13128,16115624,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,35761087,2025-04-21 15:50:34.100000+00:00,38801907,354,903990,1608944,2025-04-21 15:50:34.344000+00:00,81.0,466.248,543,1745250634086.123
17359,387.46599999999995,18479219,23,973997,3g,13222,16188470,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,36123553,2025-04-21 15:50:36.100000+00:00,39190320,361,910339,1627062,2025-04-21 15:50:36.767000+00:00,90.0,427.71899999999994,546,1745250636085.855
17477,387.46599999999995,18586877,16,981228,3g,13320,16277978,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,36492731,2025-04-21 15:50:38.099000+00:00,39585799,364,917197,1644196,2025-04-21 15:50:38.344000+00:00,25.0,424.835,551,1745250638084.951
17570,437.95799999999997,18681670,17,989349,3g,13416,16357461,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,36862047,2025-04-21 15:50:40.098000+00:00,39982054,366,924245,1662888,2025-04-21 15:50:40.345000+00:00,37.0,367.56899999999996,557,1745250640084.186
17623,437.95799999999997,18739610,12,996939,3g,13516,16400263,b3e9e3d7-cc40-484a-a327-18e0f9dac1c7,37243557,2025-04-21 15:50:42.098000+00:00,40390282,370,931361,1683097,2025-04-21 15:50:42.342000+00:00,44.0,344.528,559,1745250642084.752
